matrícula	nome	idade	renda	cor	sexo	ano_curso	escola	cod_curso	logradouro	numero	bairro	cidade	uf	cep	motivação
RA55000274	Marenilce Pescada Meireles Vergueiro	19	287.0	1	2	3	1	51	Avenida Onze de Junho	167	Vila Clementino	São Paulo	SP	04041-000	10
RA55000172	Alzinete Vila-Chã	19	95.0	1	2	3	1	105	Rua Nossa Senhora Aparecida	463	Jardim Elizabeth	São Paulo	SP	08320-800	10
RA55003957	Genecio Rolim Leite	20	1266.43	1	1	4	2	39	Avenida Nove de Julho	186	Jardim Paulista	São Paulo	SP	01407-902	6
RA55006697	Randy Velasques	21	2235.87	1	1	5	2	30	Avenida Vinte e Quatro de Fevereiro	868	Vila Rui Barbosa	São Paulo	SP	03734-090	5
RA55003189	Eurison Catela Domingues	19	2285.98	1	1	3	1	44	Rua Major Dantas Cortez	148	Vila Gustavo	São Paulo	SP	02206-002	8
RA55008133	Weligton Barroca Souto Maior Franca	22	2789.31	1	1	4	2	89	Rua Rafael Barbosa	976	Jardim Maria Luiza	São Paulo	SP	05371-080	3
RA55004809	Andrelise Branco Sobral	20	1993.43	1	2	4	1	6	Rua Marcos Freire	439	Jardim Nova Conquista	São Paulo	SP	08346-580	8
RA55008084	Kazuaki Luz	24	2721.21	1	1	5	1	78	Rua Aracy de Almeida	997	Jardim Indaiá	São Paulo	SP	08143-010	2
RA55001565	Italo Piteira Gravato	19	880.99	1	1	3	1	71	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	9
RA55001783	Nazivaldo Coronel	19	621.99	2	1	3	1	26	Rua Marechal Malet	251	Parque da Vila Prudente	São Paulo	SP	03140-020	9
RA55000844	Warlington Serralheiro Negreiros Mascarenhas	19	1101.99	2	1	3	1	68	Rua Ascensão	47	Jardim Textil	São Paulo	SP	03415-070	9
RA55009346	Kinberlin Rijo	23	5698.73	1	2	5	2	19	Rua Pedro Feres	608	Água Branca	São Paulo	SP	05042-030	1
RA55004462	Josilda Jordão Monforte	20	1829.43	1	2	4	2	65	Rua Monsenhor Anacleto	339	Brás	São Paulo	SP	03003-020	8
RA55000905	Uebster Argolo Silvestre	19	773.99	1	1	3	1	55	Avenida Nove de Julho	947	Jardim Paulista	São Paulo	SP	01406-100	10
RA55005912	Luclecia Cachão Sanches	20	1360.43	1	2	4	1	5	Rua Major Sucupira	301	Vila Firmiano Pinto	São Paulo	SP	04124-050	8
RA55009951	Valdecilda Marmou Serro	50	619207.16	2	2	1	2	83	Rua Trio Arquiduque	434	Jardim São Bernardo	São Paulo	SP	04844-520	0
RA55009298	Oreliana Calado	22	4391.29	1	2	1	2	22	Rua Dom Valverde	947	Vila Monumento	São Paulo	SP	04261-090	1
RA55001548	Newber Moreira Quesado	19	684.99	1	1	3	1	23	Rua G	937	Conjunto Residencial Alpes do Jaraguá	São Paulo	SP	05183-370	9
RA55002081	Windson Toledo Rosmaninho	19	980.99	1	1	3	1	105	Rua Rio Maruí	679	Itaquera	São Paulo	SP	08215-640	10
RA55009882	Erinaldo Godoi	30	20285.15	1	1	2	2	65	Rua Marcos Freire	439	Jardim Nova Conquista	São Paulo	SP	08346-580	0
RA55003986	Tairon Mangueira Parreir	20	1612.43	1	1	4	2	33	Rua Pedro Doll	912	Santana	São Paulo	SP	02404-001	8
RA55006390	Jarede Miranda	20	1495.43	1	1	4	2	10	Avenida Bosque da Saúde	962	Saúde	São Paulo	SP	04142-090	4
RA55007580	Tallita Chaves	21	3634.86	1	2	5	1	3	Avenida Moaci	772	Planalto Paulista	São Paulo	SP	04093-901	2
RA55009246	Gessione Lagoa Cavadas Sandinha	23	4316.74	1	1	5	2	10	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	1
RA55006568	Evely Filgueiras	21	1411.88	1	2	5	1	96	Avenida Marechal Tito	891	Jardim Silva Teles	São Paulo	SP	08160-495	4
RA55008207	Keity Mateus Feitosa Barrocas	23	2757.76	1	2	4	1	28	Rua Benedita Barbosa	729	Vila Barbosa	São Paulo	SP	02556-100	3
RA55003821	Temistoclis Sampaio Lara	20	2164.42	1	1	4	2	1	Rua G	937	Conjunto Residencial Alpes do Jaraguá	São Paulo	SP	05183-370	7
RA55002647	Oderlene Quina	19	1272.99	2	2	3	2	83	Avenida Nove de Julho	565	Jardim Paulista	São Paulo	SP	01407-200	9
RA55004455	Geovanka Dâmaso	20	1715.43	2	2	4	2	48	Avenida Ceci	688	Planalto Paulista	São Paulo	SP	04065-004	7
RA55007160	Artemisia Noronha	21	2700.87	1	2	5	2	60	Rua Nossa Senhora Aparecida	604	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-105	2
RA55008222	Carolinie Gago Parente Caldeira	24	2992.2	1	2	4	2	87	Rua H	539	Conjunto Residencial Alpes do Jaraguá	São Paulo	SP	05183-380	2
RA55008597	Ediovane Varela Pessoa Bulhosa	25	3975.64	1	1	1	2	40	Praça Monsenhor Macedo	598	Jardim Franca	São Paulo	SP	02338-040	3
RA55009590	Tiva Estrela Alvarenga	28	11803.9	1	2	3	1	83	Rua Treze de Maio	349	Bela Vista	São Paulo	SP	01327-905	1
RA55006072	Raone Lima Simão	20	2235.42	2	1	4	1	8	Rua Monsenhor Anacleto	467	Brás	São Paulo	SP	03003-020	5
RA55002156	Djovana Poças Damasceno	19	1116.99	1	2	3	1	94	Rua Dias Barbosa	969	Jardim São Paulo(Zona Leste)	São Paulo	SP	08461-540	10
RA55006713	Ivaldecir Bessa Mexia	21	2057.87	1	1	5	2	101	Praça da Sé	631	Sé	São Paulo	SP	01001-901	5
RA55003716	Alberte Pessoa	20	1740.43	1	1	4	2	20	Rua Sargento Sílvio Nunes Miranda	474	Parque Peruche	São Paulo	SP	02532-050	8
RA55004058	Morenita Rebotim Vilariça	20	2113.42	1	2	4	1	30	Rua Almeida Araújo	681	Jardim Santa Etelvina	São Paulo	SP	08470-815	6
RA55005953	Dadiane Reino Lira Dias	20	1965.43	1	2	4	1	29	Rua Sargento Manuel Chagas	18	Parque Novo Mundo	São Paulo	SP	02179-040	6
RA55003103	Marislaine Soeiro	19	1697.98	1	2	3	2	57	Rua Peruíbe	864	Jardim Europa	São Paulo	SP	01448-090	6
RA55000559	Dulce Castelo Noleto Dâmaso	19	1073.99	2	2	3	1	54	Praça Capri	573	Jardim Leonor Mendes de Barros	São Paulo	SP	02347-040	9
RA55004611	Seriano Barata	20	1881.43	1	1	4	1	79	Rua André de Almeida	406	Cidade São Mateus	São Paulo	SP	03959-090	6
RA55006979	Eguinalda Paulos	21	2049.87	1	2	5	1	49	Rua Nossa Senhora Aparecida	375	Jardim Francisco Mendes	São Paulo	SP	02366-110	5
RA55001437	Iolanda Valcanaia Cavalheiro Brás	19	754.99	1	2	3	1	5	Rua Vinte e Seis de Abril	307	Vila Esperança	São Paulo	SP	03651-020	9
RA55000508	Lediel Carreiro Pontes Nolasco	19	965.99	1	1	3	1	90	Praça M'Boi	904	Butantã	São Paulo	SP	05511-030	10
RA55001870	Yosef Póvoas Café	19	620.99	1	1	3	1	89	Rua Pires de Almeida	58	Vila Pita	São Paulo	SP	02478-130	10
RA55000756	Ginalva Reis	19	1111.99	1	2	3	1	8	Rua Major Dantas Cortez	683	Vila Gustavo	São Paulo	SP	02206-001	10
RA55005420	Creni Ginjeira	20	1409.43	1	2	4	2	45	Rua Sargento Manuel Chagas	18	Parque Novo Mundo	São Paulo	SP	02179-040	7
RA55004051	Keli Valentim	20	1451.43	1	2	4	2	83	Rua Diogo Barbosa	435	Vila Marari	São Paulo	SP	04403-210	7
RA55008090	Dorislane Azeredo	24	2964.2	1	2	1	1	104	Avenida Onze de Junho	571	Vila Clementino	São Paulo	SP	04041-002	2
RA55003837	Ocileia Picanço	20	1704.43	2	2	4	1	41	Rua Duquesa de Tancos	949	Jardim Ângela (Zona Sul)	São Paulo	SP	04920-140	7
RA55002119	Ednan Sítima	19	836.99	1	1	3	1	76	Rua José de Almeida	979	Vila Medeiros	São Paulo	SP	02204-001	9
RA55006153	Janesio Monjardim Bulhões	20	1790.43	2	1	4	2	28	Rua São Jorge	214	Recanto Verde do Sol	São Paulo	SP	08382-117	4
RA55007809	Melicia Filipe Sesimbra	21	2516.87	1	2	5	2	16	Rua Baltazar Barbosa	836	Parque São Rafael	São Paulo	SP	08320-500	3
RA55000502	Edemilton Rios	19	853.99	1	1	3	1	46	Rua Sargento Paulo Moreira	688	Conjunto Habitacional Marechal Mascarenhas de Morais	São Paulo	SP	03977-160	9
RA55006260	Algacir Borba Fontes Holanda	20	2165.42	1	1	4	2	21	Rua Nossa Senhora Aparecida	709	Jardim São Francisco	São Paulo	SP	08390-252	5
RA55009744	Liobina Monjardim Castelo Branco Lindim	34	7907.62	1	2	2	2	56	Rua Rosa de Nossa Senhora	73	Vila Reis	São Paulo	SP	08040-400	0
RA55001540	Lilo Medina	19	999.99	1	1	3	1	24	Rua São Judas	868	Condomínio Jequirituba	São Paulo	SP	04851-604	10
RA55006142	Genildo Viana Pereira	20	1300.43	1	1	4	1	106	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	5
RA55001212	Dhone Salgueiro Avelar Úria	19	1111.99	1	1	3	1	19	Rua Vandoma	793	Parque Cocaia	São Paulo	SP	04850-170	10
RA55009123	Elzilaine Couceiro	23	5636.73	1	2	2	2	27	Travessa Dezoito de Dezembro	659	Vila Tolstoi	São Paulo	SP	03269-035	0
RA55000673	Mairone Escobar	19	715.99	1	1	3	1	23	Rua Treze de Agosto	881	Vila União (Zona Leste)	São Paulo	SP	03920-070	10
RA55003378	Missia Adarga	19	2408.97	1	2	3	1	83	Rua Marcos Freire	418	Jardim Nova Conquista	São Paulo	SP	08346-580	6
RA55008784	Diogo Poças	22	5647.28	1	1	4	2	80	Avenida Agami	100	Indianópolis	São Paulo	SP	04522-906	2
RA55001465	Marilea Queirós Caldas Baião	19	906.99	1	2	3	1	104	Rua Rui Porto	189	Chácara São João	São Paulo	SP	05109-180	9
RA55001193	Ozanir Póvoas Cantanhede	19	941.99	1	2	3	1	109	Avenida Sargento Geraldo Sant'Ana	512	Jardim Taquaral	São Paulo	SP	04674-903	9
RA55006985	Ivandira Neves	21	2177.87	1	2	5	2	52	Avenida Onze de Junho	414	Vila Clementino	São Paulo	SP	04041-000	5
RA55001873	Geicielly Barra	19	979.99	1	2	3	1	111	Rua Soldado Aristides Gouveia	76	Parque Novo Mundo	São Paulo	SP	02188-090	10
RA55003591	Gersivaldo Damasceno	20	1873.43	1	1	4	1	110	Rua Capitão Salomão	840	Centro	São Paulo	SP	01034-020	8
RA55006727	Tallisson Jorge Igrejas	21	2228.87	1	1	5	2	38	Travessa Dezoito de Dezembro	659	Vila Tolstoi	São Paulo	SP	03269-035	4
RA55000506	Edjanete Mafra Arruda	19	1083.99	1	2	3	1	68	Avenida Moema	951	Planalto Paulista	São Paulo	SP	04077-912	10
RA55008119	Edimildo Úria Rebocho Salazar	24	2979.2	1	1	5	2	43	Rua Mozart Pinto	985	Jardim Guarujá	São Paulo	SP	05877-280	3
RA55000507	Eriki Teixeira Vilela Meneses	19	938.99	2	1	3	1	110	Rua Rio de Janeiro	805	Parque Recreio	São Paulo	SP	04891-230	9
RA55009450	Benissio Arruda	30	4541.87	1	1	5	2	33	Rua Dez de Julho	594	Cidade Ademar	São Paulo	SP	04404-000	0
RA55007132	Nelci Carvalheiro	21	3361.86	1	1	5	2	77	Rua Rio de Janeiro	805	Parque Recreio	São Paulo	SP	04891-230	2
RA55004808	Iracelio Palha Bonito	20	2178.42	1	1	4	1	1	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	7
RA55007304	Geide Couto	21	2711.87	1	2	5	2	1	Rua Sargento-Mor Carvalho	794	Cidade Ademar	São Paulo	SP	04405-080	2
RA55001774	Ramilton Dantas Sacadura Tigre	19	1049.99	1	1	3	1	60	Rua Emílio Barbosa	875	Vila Prudente	São Paulo	SP	03135-040	10
RA55006855	Adilcelia Murteira Fidalgo Berenguer	21	2153.87	1	2	5	2	38	Avenida Marechal Tito	320	São Miguel Paulista	São Paulo	SP	08011-959	4
RA55004907	Elizene Amarante	20	1316.43	1	2	4	1	56	Rua São Borja	704	Vila Gustavo	São Paulo	SP	02256-210	8
RA55000798	Vanieli Godinho Bingre	19	766.99	1	2	3	1	69	Rua São Vito	399	Brás	São Paulo	SP	03007-030	10
RA55008786	Julia Bentes	22	5924.28	1	2	5	2	58	Praça Duere	628	Vila Carrão	São Paulo	SP	03445-010	3
RA55007071	Camilla Oliveira	21	3124.86	2	2	5	2	22	Rua São Marun	19	Chácara Itaim	São Paulo	SP	04543-017	3
RA55002830	Poliane Igrejas Ornelas	19	1953.98	1	2	3	2	96	Rua Soldado Aristides Gouveia	76	Parque Novo Mundo	São Paulo	SP	02188-090	10
RA55009320	Keure Chaves Vasques	25	4687.63	1	2	1	2	77	Rua João Canzi	697	Jardim Patente	São Paulo	SP	04243-090	0
RA55008738	Raele Santarém Gusmão	24	3680.2	1	1	5	2	47	Rua Dom Valentim	536	Jardim Colombo	São Paulo	SP	05629-040	2
RA55000313	Adenilton Moreno Madeira Portugal	19	304.0	1	1	3	1	90	Rua Soldado Gentil Guimarães	750	Parque Novo Mundo	São Paulo	SP	02144-010	10
RA55000747	Leila Canedo Cirne Charneca	19	1166.99	2	2	3	1	75	Rua São Bento	984	Centro	São Paulo	SP	01010-001	9
RA55003570	Salmon Figueira Bencatel	20	1487.43	1	1	4	2	88	Rua São Marcos	547	Chácara Gaivotas	São Paulo	SP	04849-314	6
RA55000791	Edson Clementino Mascarenhas Capistrano	19	951.99	1	1	3	1	107	Avenida Nove de Julho	186	Jardim Paulista	São Paulo	SP	01407-902	9
RA55002477	Ariette Barros Bingre	19	843.99	1	2	3	1	9	Rua São Borja	704	Vila Gustavo	São Paulo	SP	02256-210	10
RA55009326	Lidercio Marinho Carvalho	22	3695.3	1	1	4	1	84	Rua Major Claudiano	49	Vila Gea	São Paulo	SP	04692-030	0
RA55002571	Enaile Cedraz Damasceno Carreiro	19	959.99	2	2	3	1	67	Rua André de Almeida	565	Jardim Cinco de Julho	São Paulo	SP	03953-085	9
RA55005287	Evangivaldo Dutra Adarga	20	1589.43	2	1	4	1	82	Avenida Duquesa de Goiás	792	Real Parque	São Paulo	SP	05686-900	8
RA55005216	Sionice Cantanhede	20	1474.43	1	2	4	1	98	Rua N	349	Jardim Brasília (Zona Norte)	São Paulo	SP	02857-065	7
RA55002164	Navegante Lira Pêcego	19	1011.99	1	2	3	1	107	Rua Caetano Desco	948	Vila Baruel	São Paulo	SP	02523-080	9
RA55006578	Adirson Lourenço	21	1603.88	1	1	5	2	97	Rua João Lima	912	Chácara Belenzinho	São Paulo	SP	03381-080	4
RA55008450	Eliano Veríssimo Belém	24	2539.21	1	1	2	2	78	Avenida Iraí	894	Indianópolis	São Paulo	SP	04082-907	3
RA55000381	Walteir Sá	19	667.99	1	1	3	1	65	Avenida Moema	951	Planalto Paulista	São Paulo	SP	04077-912	10
RA55008509	Clerton Rebouças Liberato	22	3086.31	1	1	3	2	59	Rua Batista Caetano	419	Aclimação	São Paulo	SP	04108-130	2
RA55001293	Grazielly Malho Rosado Pegado	19	654.99	1	2	3	1	33	Rua Armando Barbosa	42	Jardim Santa Adélia	São Paulo	SP	03974-010	9
RA55001913	Ariadny Parente	19	1213.99	1	2	3	1	112	Avenida Marechal Tito	689	Jardim Silva Teles	São Paulo	SP	08160-505	9
RA55000600	Eudesia Holanda	19	943.99	1	2	3	1	76	Rua Frei João	771	Vila Nair	São Paulo	SP	04280-130	10
RA55003893	Caubi Uchoa	20	2166.42	1	1	4	2	1	Rua Marechal Silva Fonseca	104	Jardim Três Marias	São Paulo	SP	03676-030	8
RA55004142	Perpetuo Caparica Dantas	20	2206.42	2	1	4	1	92	Rua Major Gomes Ribeiro	743	Vila Santa Teresa (Zona Leste)	São Paulo	SP	03565-020	6
RA55001653	Nilvani Milhães Parreir Cavaco	19	1047.99	1	2	3	1	53	Rua Sargento Sílvio Nunes Miranda	474	Parque Peruche	São Paulo	SP	02532-050	10
RA55005225	Lidiani Malafaia Granjeiro Barbosa	20	1261.43	2	2	4	1	92	Rua Dez de Julho	594	Cidade Ademar	São Paulo	SP	04404-000	7
RA55001894	Charle Mendes Bogado	19	1043.99	2	1	3	1	42	Rua Capitão José Leite	759	Vila Matilde	São Paulo	SP	03510-010	10
RA55001945	Elzilene Valadares Castanho	19	1134.99	1	2	3	1	95	Rua André de Almeida	406	Cidade São Mateus	São Paulo	SP	03959-090	9
RA55003396	Elizelia Lacerda Cadaval	19	1354.99	1	2	3	1	91	Praça da Sé	53	Sé	São Paulo	SP	01001-901	7
RA55005480	Lucenir Abasto Girão	20	1846.43	2	2	4	2	60	Rua Dom Lino	945	Luz	São Paulo	SP	01103-070	7
RA55009770	Gerlando Cadavez	26	6596.06	1	1	4	1	87	Rua Duquesa de Tancos	949	Jardim Ângela (Zona Sul)	São Paulo	SP	04920-140	0
RA55000376	Lacimir Doutis	19	468.99	1	2	3	1	11	Travessa Dezoito de Dezembro	659	Vila Tolstoi	São Paulo	SP	03269-035	9
RA55001967	Maeli Esteves	19	612.99	1	2	3	1	66	Rua Major Dantas Cortez	148	Vila Gustavo	São Paulo	SP	02206-002	10
RA55003958	Estefanie Quintanilha Guedelha Salvado	20	1599.43	2	2	4	1	8	Rua Trinta e Um de Outubro	686	Lauzane Paulista	São Paulo	SP	02442-165	6
RA55007136	Rauani Pinhal	21	3629.86	1	2	5	1	102	Rua João Pires	702	Mooca	São Paulo	SP	03168-060	3
RA55007479	Nalin Cordeiro Viegas	21	3155.86	1	2	5	1	33	Rua Pedro Bruno	172	Butantã	São Paulo	SP	05506-010	3
RA55004506	Orquidea Foquiço Imperial Costa	20	1440.43	1	2	4	2	1	Praça Kant	199	Jardim Vila Mariana	São Paulo	SP	04116-230	7
RA55009581	Osni Ornelas Franca Varejão	39	9043.85	1	1	3	2	11	Avenida Rudge	293	Bom Retiro	São Paulo	SP	01134-000	0
RA55005289	Lindovanio Goulart Albuquerque Balsemão	20	1949.43	1	1	4	2	59	Rua Monsenhor Anacleto	754	Brás	São Paulo	SP	03003-020	7
RA55001472	Shirlany Neto Caparica Passarinho	19	1033.99	1	2	3	1	8	Rua 23 de Novembro	929	Vila Progresso (Zona Leste)	São Paulo	SP	08240-001	9
RA55003347	Rogelio Ramalho	19	2170.98	1	1	3	2	61	Praça Yedo	133	Vila Maria Alta	São Paulo	SP	02134-050	7
RA55006254	Marlides Ramalho	20	1595.43	1	2	4	2	62	Rua Soldado Gentil Guimarães	750	Parque Novo Mundo	São Paulo	SP	02144-010	5
RA55002854	Marcelin Cascais Aranha	19	2279.98	1	1	3	2	53	Rua São Vito	399	Brás	São Paulo	SP	03007-030	9
RA55008989	Zenildo Vergueiro	25	4867.63	1	1	5	2	108	Travessa Dezoito de Dezembro	659	Vila Tolstoi	São Paulo	SP	03269-035	2
RA55009776	Deusmiro Toledo	26	6843.5	1	1	3	2	64	Rua Almeida Góis	195	Vila Gumercindo	São Paulo	SP	04131-040	1
RA55006460	Riandro Velasques	21	1905.87	1	1	5	1	98	Rua Capitão João Carlos	28	Nossa Senhora do Ó	São Paulo	SP	02926-060	5
RA55004063	Walfir Quinteiro Soeiro Caçoilo	20	1798.43	1	1	4	2	29	Rua Quinze de Novembro	993	Centro	São Paulo	SP	01013-907	8
RA55005864	Valentina Taveiros Olaio	20	1736.43	1	2	4	2	24	Rua Major Diogo	495	Bela Vista	São Paulo	SP	01324-001	6
RA55004307	Elinalda Guilheiro Da Costa	20	1687.43	2	2	4	1	26	Rua A	762	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-125	8
RA55004878	Eziel Lages Damásio	20	2049.43	1	1	4	2	84	Rua Pedro Barbosa	194	Jardim Marília	São Paulo	SP	03579-130	6
RA55007250	Gersino Varela Paranhos Rabelo	21	3235.86	1	1	5	2	88	Rua Mozart Pinto	985	Jardim Guarujá	São Paulo	SP	05877-280	2
RA55005274	Raila Boto	20	1969.43	1	2	4	2	12	Rua Capitão Rangel	574	Vila São Geraldo	São Paulo	SP	03607-100	6
RA55003991	Denizarte Sousa	20	1288.43	1	1	4	1	82	Rua A	762	Jardim Santa Cruz (Sacomã)	São Paulo	SP	04182-125	8
RA55001050	Greice Rosa Muniz	19	933.99	1	1	3	1	52	Rua João Anes	464	Alto da Lapa	São Paulo	SP	05060-020	9
RA55006176	Paulino Gravato Grilo	20	1447.43	1	1	4	1	81	Rua Duque da Terceira	930	Jardim Maristela	São Paulo	SP	02807-030	4
RA55006927	Iverlene Leiria	21	1779.88	1	2	5	2	48	Rua Ursa Maior	650	Cidade Satélite Santa Bárbara	São Paulo	SP	08330-390	4
RA55007865	Admilsa Quinterno Catela	21	3293.86	1	2	5	2	12	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	3
RA55002036	Inara Mortágua	19	1139.99	1	2	3	1	15	Rua Capitão João Noronha	747	Parque Mandaqui	São Paulo	SP	02418-050	9
RA55004040	Romel Fiães Machado Calheiros	20	1691.43	1	1	4	1	87	Vila São João	348	Cidade São Mateus	São Paulo	SP	03961-130	8
RA55006876	Fiorindo Barreno Tuna Galindo	21	1536.88	1	1	5	2	68	Rua Marechal Barbacena	416	Vila Regente Feijó	São Paulo	SP	03333-000	4
RA55009355	Richad Baptista Tavares	30	3815.88	2	1	3	2	21	Rua Rainha-do-Bosque	864	Vila Santa Inês	São Paulo	SP	03812-030	0
RA55001973	Nelice Frias Negromonte Ávila	19	646.99	2	2	3	1	98	Avenida Onze de Junho	414	Vila Clementino	São Paulo	SP	04041-000	9
RA55005073	Ricado Picanço Sequeira	20	2143.42	1	1	4	2	30	Rua Pedro Lembi	593	Vila Maria Baixa	São Paulo	SP	02110-020	8
RA55002100	Italuana Jorge Peralta	19	822.99	2	2	3	1	15	Rua D	704	Jardim Fontalis	São Paulo	SP	02360-171	9
RA55001500	Danglares Nascimento Castro Branco	19	791.99	1	1	3	1	34	Praça da Sé	871	Sé	São Paulo	SP	01001-901	10
RA55009613	Ridalva Ataíde Miguel	49	7783.33	1	2	2	2	42	Rua Dez de Julho	594	Cidade Ademar	São Paulo	SP	04404-000	0
RA55000653	Cinei Porto Moutinho	19	1212.99	1	2	3	1	104	Avenida Nove de Julho	282	Jardim Paulista	São Paulo	SP	01407-902	10
RA55000171	Carmerinda Lessa Palha Cachoeira	19	536.99	1	2	3	1	96	Rua Manuel Pinto	97	Jardim Eliza	São Paulo	SP	05776-460	10
RA55004086	Catulino Aragão Fartaria	20	1919.43	1	1	4	2	105	Rua Nossa Senhora Aparecida	347	Jardim Felicidade (Zona Norte)	São Paulo	SP	02326-105	6
RA55000243	Lamarques Gorjão Duarte Gabeira	19	153.0	1	1	3	1	19	Rua Pedro Lembi	593	Vila Maria Baixa	São Paulo	SP	02110-020	9
RA55005711	Losivaldo Cabreira Canedo	20	1743.43	2	1	4	1	112	Rua Sargento Luiz Baptista	725	Jardim São Vicente	São Paulo	SP	08021-530	8
RA55006973	Sterfany Matoso	21	2154.87	1	2	5	1	106	Avenida Onze de Junho	571	Vila Clementino	São Paulo	SP	04041-002	5
RA55002757	Roseli Flores Lamenha	19	1893.98	1	2	3	2	96	Rua Vale Maior	533	Jardim Miriam	São Paulo	SP	04417-040	10
RA55006885	Ruliano Patrício Raposo	21	1996.87	1	1	5	1	66	Rua Doze de Outubro	921	União de Vila Nova	São Paulo	SP	08071-072	5
RA55005447	Tereziano Trigueiro	20	2285.42	1	1	4	2	66	Rua Rainha-do-Bosque	864	Vila Santa Inês	São Paulo	SP	03812-030	6
RA55002077	Lusmario Craveiro	19	1173.99	1	1	3	1	1	Rua Monsenhor Salim	959	Itaim Paulista	São Paulo	SP	08111-180	10
RA55004104	Reisimar Goulão	20	1392.43	1	2	4	2	38	Rua Marechal Deodoro	273	Santo Amaro	São Paulo	SP	04738-900	6
RA55009560	Valdomio Moura	41	10930.72	1	1	2	1	7	Avenida Nove de Julho	873	Jardim Paulista	São Paulo	SP	01407-907	0
RA55007572	Aran Castilhos Chagas Poças	21	2734.86	1	1	5	2	4	Rua 9 de Setembro	652	Chácara Gaivotas	São Paulo	SP	04849-333	2
RA55009467	Gidalva Mirandela Feijó Flávio	36	4604.55	1	2	1	2	69	Rua São João	767	Residencial Sol Nascente	São Paulo	SP	05283-030	1
RA55004895	Katison Carvalhoso Cipriano	20	1883.43	1	1	4	1	67	Rua Pedro Ruimonte	739	Jardim Heloisa	São Paulo	SP	05781-300	6
RA55006693	Nafitali Berenguer	21	1991.87	1	2	5	2	34	Praça da Sé	53	Sé	São Paulo	SP	01001-901	5
RA55008055	Cassieli Henriques Vergueiro Azevedo	23	3296.75	1	2	1	2	14	Rua Sargento Olício Alves	48	Vila Campo Grande	São Paulo	SP	04455-180	3
RA55005390	Elvessio Távora Madeira	20	2161.42	1	1	4	2	15	Rua Major Baracca	906	Parque Edu Chaves	São Paulo	SP	02232-000	7
RA55009374	Nelsi Fraga Peçanha	37	4074.01	1	2	1	2	57	Rua N	126	Furnas	São Paulo	SP	02323-280	1
RA55008022	Gleison Severiano	21	3617.86	1	1	5	2	8	Rua Capitão Fidélis	7	Santo Amaro	São Paulo	SP	04744-070	2
RA55008605	Miraldete Varanda	23	3670.75	1	2	3	2	80	Rua Vinte e Um de Abril	334	Jardim Colibri	São Paulo	SP	04855-620	3
RA55004481	Elizan Rosmaninho Lins	20	1874.43	1	1	4	1	17	Rua Major Claudiano	49	Vila Gea	São Paulo	SP	04692-030	7
RA55008327	Elna Oliveira Chaves Guerreiro	23	2744.76	1	2	5	2	4	Rua Caetano do Amaral	274	Vila Cruzeiro	São Paulo	SP	03382-130	3
RA55004079	Inae Neiva	20	1394.43	1	2	4	2	91	Rua Major Gomes Ribeiro	743	Vila Santa Teresa (Zona Leste)	São Paulo	SP	03565-020	8
RA55000641	Junilde Saldanha	19	900.99	1	2	3	1	95	Rua Três de Maio	943	Vila Clementino	São Paulo	SP	04044-020	10
RA55001271	Gilvandir Camelo Bogado	19	981.99	1	1	3	1	104	Rua São João	323	Vila Pereira Barreto	São Paulo	SP	02920-050	10
RA55002779	Suzeti Imperial Mangueira	19	2435.97	1	2	3	2	30	Rua Rui Barbosa Lima	441	Vila Curuçá	São Paulo	SP	08030-730	9
RA55009498	Shoji Caneira	40	11627.27	2	1	1	2	65	Rua Duque da Terceira	930	Jardim Maristela	São Paulo	SP	02807-030	0
RA55003862	Iane Robalinho Outeiro	20	1569.43	1	2	4	2	96	Avenida Onze de Junho	167	Vila Clementino	São Paulo	SP	04041-000	6
RA55003481	Francielio Cipriano	19	1483.98	1	1	3	2	32	Rua Major Baracca	906	Parque Edu Chaves	São Paulo	SP	02232-000	8
RA55001535	Nitieli Eiró	19	645.99	1	2	3	1	53	Avenida Agami	715	Moema	São Paulo	SP	04522-001	9
RA55000326	Jesseca Paz Paulos Lobato	19	229.0	1	2	3	1	38	Rua Monsenhor Anacleto	13	Brás	São Paulo	SP	03003-020	9
RA55002339	Aurineto Lourenço	19	1078.99	1	1	3	1	112	Avenida Nove de Julho	186	Jardim Paulista	São Paulo	SP	01407-902	9
RA55003981	Edemerson Garrau Basílio	20	1615.43	1	1	4	2	62	Avenida Nove de Julho	282	Jardim Paulista	São Paulo	SP	01407-902	6
RA55006878	Gesiana Aragão	21	1836.87	2	2	5	2	28	Rua Major Dantas Cortez	148	Vila Gustavo	São Paulo	SP	02206-002	4
RA55004055	Warlen Chaves Conceição	20	1487.43	1	1	4	2	65	Praça da Sé	358	Sé	São Paulo	SP	01001-901	8
RA55002238	Jorcelino Nóbrega Paulos	19	678.99	1	1	3	1	18	Avenida Ceci	688	Planalto Paulista	São Paulo	SP	04065-004	9
